mode,service,train_uid,platform,operator,aimed_departure_time,expected_departure_time,best_departure_estimate_mins,aimed_arrival_time,expected_arrival_time,best_arrival_estimate_mins,status,source,origin_code,destination_code
train,22100001,Y81826,1,VT,,,,2014/04/04 08:43:00,2014/04/04 08:45:00,0,LATE,Network Rail,WVH,EUS
train,22108001,Y81830,4,VT,,,,2014/04/04 08:59:00,2014/04/04 09:01:00,0,LATE,Network Rail,MAN,EUS
train,22109001,Y81831,7,VT,,,,2014/04/04 09:03:00,2014/04/04 09:06:00,0,LATE,Network Rail,LIV,EUS
train,22100001,Y81275,5,VT,,,,2014/04/04 12:55:00,2014/04/04 12:54:00,0,EARLY,Network Rail,BHM,EUS
train,22109001,Y81071,3,VT,,,,2014/04/04 12:59:00,2014/04/04 12:58:00,0,ON TIME,Network Rail,LIV,EUS
train,22108001,Y81073,15,VT,,,,2014/04/04 13:04:00,2014/04/04 13:07:00,0,LATE,Network Rail,MAN,EUS
train,22209000,G25183,8,LM,,,,2014/04/04 13:07:00,2014/04/04 13:10:00,0,LATE,Network Rail,TRI,EUS
train,22216000,L36057,9,LO,,,,2014/04/04 13:11:00,2014/04/04 13:10:00,0,ON TIME,Network Rail,WFJ,EUS
train,22100001,Y81279,14,VT,,,,2014/04/04 13:15:00,2014/04/04 13:15:00,0,ON TIME,Network Rail,BHM,EUS
train,22112001,Y81664,6,VT,,,,2014/04/04 13:12:00,2014/04/04 13:16:00,0,LATE,Network Rail,GLC,EUS
train,12259320,G25457,11,LM,,,,2014/04/04 13:17:00,2014/04/04 13:16:00,0,ON TIME,Network Rail,BHM,EUS
train,22108001,Y81076,12,VT,,,,2014/04/04 13:24:00,2014/04/04 13:23:00,0,EARLY,Network Rail,MAN,EUS
train,12259320,G23369,8,LM,,,,2014/04/04 13:27:00,2014/04/04 13:26:00,0,ON TIME,Network Rail,BHM,EUS
train,22216000,L36061,9,LO,,,,2014/04/04 13:29:00,2014/04/04 13:32:00,0,LATE,Network Rail,WFJ,EUS
train,22114001,Y81725,13,VT,,,,2014/04/04 13:32:00,2014/04/04 13:36:00,0,LATE,Network Rail,GLC,EUS
train,22209000,G25190,10,LM,,,,2014/04/04 13:38:00,2014/04/04 13:37:00,0,ON TIME,Network Rail,TRI,EUS
train,22112001,Y81671,2,VT,,,,2014/04/04 16:11:00,2014/04/04 16:17:00,0,LATE,Network Rail,GLC,EUS
train,22100001,Y81292,15,VT,,,,2014/04/04 16:15:00,2014/04/04 16:17:00,0,LATE,Network Rail,BHM,EUS
train,12259320,G25467,6,LM,,,,2014/04/04 16:18:00,2014/04/04 16:17:00,0,EARLY,Network Rail,BHM,EUS
train,22108001,Y81115,1,VT,,,,2014/04/04 16:24:00,2014/04/04 16:23:00,0,EARLY,Network Rail,MAN,EUS
